,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Region,Age,Churn,ContractType,MonthlyCharges,TotalCharges,PaymentMethod,InternetService,NbContacts,LastContactDays,SatisfactionScore,FeedbackText,AvgDataUsage_GB,NumCalls,TVPackage,TechSupport
726,C0713,Male,1,,Yes,72,South,66.0,No,Month-to-month,63.31,3075.08,Credit card,Fiber optic,3.0,32.0,4.0,"HAPPY WITH THE INTERNET SPEED ANND SUPPORT HONESTLY, SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY THANK YOU.",,,,
727,C0714,Female,0,Yes,No,25,North,75.0,No,One year,123.42,1671.81,Electronic check,,2.0,144.0,3.0,"Honestly, good service overall, nothing major to complain about thank you. Great service and fair price",11.4,42.0,No,Yes
728,C0715,Female,1,No,No,33,North,,No,Month-to-month,25.03,1592.57,Electronic check,Fiber optic,3.0,145.0,2.0,"HAPPY WITH THE INTERNET SPEED AND SUPPORT GOD SERVICE OVERALL, NOTING MAJOR TO COMPLAIN ABOUT THANK YOU.",58.2,42.0,Yes,Yes
729,C0716,Female,0,Yes,Yes,68,West,35.0,No,One year,123.06,3127.72,Electronic check,Fiber optic,1.0,123.0,3.0,Happy with the internet speed and spuport Sometimes the speed drops at night!!,8.5,30.0,Yes,No
730,C0717,Male,1,No,Yes,7,East,77.0,Yes,One year,120.55,,Electronic check,Fiber optic,2.0,11.0,5.0,"Honesty, outages every week, unacceptable service",29.7,40.0,No,No
731,C0718,Female,1,No,No,66,East,34.0,No,Month-to-month,107.05,4177.82,Credit card,Fiber optic,3.0,116.0,2.0,"HONESTLY, EVERYTHING WORKS FINE FOR UOR FAMILY",33.2,45.0,No,No
732,C0719,Female,0,No,No,46,North,28.0,No,One year,42.64,997.58,Electronic check,,2.0,6.0,2.0,Support agent was kind and solved my issue quickly Thank you. Got a minor otuage last week,113.0,47.0,No,Yes
733,C0720,Female,1,Yes,No,5,West,32.0,No,Month-to-month,45.42,3067.02,Electronic check,Fiber optic,5.0,160.0,4.0,"Price is a bit high compared to others Helpful chat uspport, fast resolution",7.8,43.0,No,No
734,C0721,Female,0,No,Yes,17,East,89.0,Yes,Month-to-month,96.92,3677.91,Electronic check,Fiber optic,1.0,100.0,1.0,"Billing errors keep happening, I am really tired of this It works, not amazing, not terrible I have opened several tickets and nothing was fixed",19.2,47.0,Yes,No
735,C0722,Male,1,No,No,52,West,34.0,No,Month-to-month,54.43,2384.92,Bank transfer,Fiber optic,3.0,75.0,3.0,Occasional hiccups but nothing to bad,,41.0,Yes,
736,C0723,Female,0,No,No,12,East,22.0,No,,,,,,3.0,119.0,3.0,"Service is okay but coud be better Helpful chat support, fast resolution Service is oky but could be better",49.3,35.0,No,No
737,C0724,Male,0,No,No,62,South,78.0,No,One year,123.15,1421.84,Electronic check,DSL,1.0,49.0,2.0,"Everything works fne for our family Honestly, phone line is fine, internet varies Honestly, average experience so far",,25.0,Yes,Yes
738,C0725,Male,0,No,No,35,South,21.0,No,Month-to-month,64.77,1303.14,Bank transfer,Fiber optic,3.0,81.0,5.0,"The new router works well, tsable connection Happy with the innternet speed and support",75.4,41.0,No,No
739,C0726,Male,1,Yes,Yes,62,North,73.0,No,Month-to-month,83.57,7336.71,Electronic check,Fiber optic,3.0,176.0,3.0,Occasional hiccups bbut nothing too bad!,68.3,40.0,No,Yes
740,C0727,Male,0,No,No,21,East,65.0,No,Month-to-month,101.37,7632.3,Credit card,Fiber optic,5.0,125.0,2.0,Sometimes the speed drops at night Thakn you.,3.2,34.0,No,Yes
741,C0728,Male,0,No,Yes,66,East,65.0,No,Two year,64.81,1437.47,Credit card,DSL,3.0,158.0,2.0,Happy with the internet speed and support Average experience so far,51.7,47.0,Yes,
742,C0729,Male,0,Yes,Yes,53,North,52.0,No,Two year,35.06,1796.87,Mailed check,Fiber optic,2.0,25.0,,"No issues lately, satisfied customer Email support replies after some days",35.8,35.0,No,No
743,C0730,Female,0,Yes,No,21,North,50.0,No,,,,,,,77.0,3.0,Occasional hiccups but nothing too bad Thannk you.,12.2,39.0,Yes,Yes
744,C0731,Male,0,Yes,No,15,North,,No,One year,62.67,2076.48,Electronic check,DSL,2.0,125.0,2.0,"Good service overall, nothing mjor to complain about!!!",51.7,36.0,No,No
745,C0732,Male,0,No,,23,West,22.0,No,Month-to-month,65.32,3246.05,Credit card,DSL,3.0,142.0,3.0,Sometimes the speed drops at night Average experience so far!,53.0,32.0,No,No
746,C0733,Male,0,Yes,No,31,North,81.0,No,One year,80.42,5358.01,Electronic check,Fiber optic,3.0,62.0,4.0,"Honestly, good service overll, nothing major to complain about!!!",28.1,39.0,Yes,No
747,C0734,Female,0,Yes,Yes,54,South,86.0,No,Two year,103.04,123.26,Electronic check,,5.0,147.0,,Evrything works fine for our family,22.0,39.0,Yes,No
748,C0735,Female,0,Yes,,55,South,38.0,No,Month-to-month,27.26,2166.17,Electronic check,Fiber optic,1.0,144.0,3.0,Installation took longer tan expected,10.5,51.0,No,No
749,C0736,Male,1,No,No,26,South,49.0,No,Month-to-month,117.23,3285.11,Bank transfer,DSL,,,,,12.8,47.0,No,No
750,C0737,Female,0,Yes,Yes,53,East,35.0,No,Month-to-month,69.98,4332.85,Mailed check,DSL,3.0,59.0,5.0,"Email support replies after some days Occasional hicccups but nothing too bad Honestly, great service and fair price",32.9,40.0,Yes,No
751,C0738,Male,0,No,Yes,66,West,75.0,No,Month-to-month,40.73,,Electronic check,Fiber optic,5.0,79.0,2.0,"Honestly, service is okay but cuold be better",7.3,41.0,No,Yes
752,C0739,Male,0,Yes,No,39,North,41.0,No,One year,81.61,3125.28,Mailed check,DSL,0.0,68.0,4.0,"HONESTLY, GOOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOTU",22.9,41.0,Yes,No
753,C0740,Female,0,No,Yes,7,East,22.0,No,Month-to-month,82.34,5252.09,Credit card,,,150.0,3.0,"The new router works well, stable connection Good vaule for the money Price is a bit high compared to others",63.8,39.0,No,Yes
754,C0741,Male,0,No,Yes,39,South,70.0,No,Month-to-month,109.37,22.72,Electronic check,Fiber optic,2.0,39.0,3.0,"No issues lately, satisfied customer Billing is clear and correct each monnth Thank you.",76.8,31.0,Yes,No
755,C0742,Female,0,Yes,No,32,West,90.0,No,Month-to-month,50.82,,Credit card,DSL,6.0,151.0,,Got a minor outage lats week!!,,38.0,Yes,Yes
756,C0743,Female,0,Yes,No,26,South,72.0,No,,,,,,2.0,25.0,4.0,"Price is a bit high cmpared to others No issues lately, satisfied customer",51.3,46.0,Yes,No
757,C0744,Male,1,No,No,29,North,22.0,Yes,Month-to-month,63.6,,Bank transfer,Fiber optic,,,,,,48.0,Yes,No
758,C0745,Male,0,Yes,Yes,25,East,86.0,No,Month-to-month,105.8,,Electronic check,DSL,4.0,76.0,3.0,HAPPPY WITH THE INTERNET SPEED AND SUPPORT,92.7,37.0,Yes,No
759,C0745,Male,0,Yes,Yes,25,East,86.0,No,Month-to-month,105.8,,Electronic check,DSL,4.0,76.0,3.0,HAPPPY WITH THE INTERNET SPEED AND SUPPORT,,37.0,Yes,No
760,C0746,Female,1,Yes,No,56,North,58.0,No,One year,59.68,,Mailed check,Fiber optic,,,,,30.7,40.0,Yes,Yes
761,C0747,Male,1,No,No,31,North,24.0,Yes,Month-to-month,60.04,1180.08,Electronic check,Fiber optic,,92.0,4.0,"Outages every week, unacceptable service Too expensive for poor quality, thinking to cancel",91.5,39.0,Yes,Yes
762,C0748,Male,0,No,Yes,66,East,18.0,No,Two year,66.8,284.9,Electronic check,DSL,1.0,151.0,5.0,Email support replies after some days Everything works fine for our family,11.7,41.0,No,Yes
763,C0749,Male,1,No,No,2,East,69.0,Yes,One year,53.05,,Electronic check,Fiber optic,1.0,147.0,4.0,Internet is slow and unstable almost every evening,32.7,43.0,Yes,Yes
764,C0750,Female,0,Yes,Yes,47,South,43.0,No,Month-to-month,62.77,,Mailed check,Fiber optic,3.0,167.0,3.0,"Good service oerall, nothing major to complain about",73.3,43.0,No,No
765,C0751,Female,0,Yes,No,29,East,80.0,No,Month-to-month,106.62,1613.78,Credit card,,2.0,135.0,3.0,"No issues lately, satisfied customer Honestly, everything works fine for our family",12.3,44.0,Yes,No
766,C0752,Male,0,Yes,No,49,East,29.0,No,Month-to-month,117.05,6160.79,Electronic check,Fiber optic,3.0,131.0,,"Phone line is fine, internet varies!!",,49.0,No,No
767,C0753,Female,0,No,No,32,East,87.0,No,,,,,,3.0,22.0,3.0,Everything works fne for our famiy Billing is clear and correct each month!!,66.2,27.0,Yes,Yes
768,C0754,Female,0,No,Yes,30,East,36.0,No,Month-to-month,97.4,5725.72,Mailed check,DSL,3.0,7.0,2.0,"No sisues lately, satisfied customer Got a minor outage last week",71.0,25.0,No,Yes
769,C0755,Female,0,No,Yes,15,East,21.0,Yes,Two year,82.36,2635.98,Electronic check,,4.0,163.0,4.0,"Honestly, latency and disconnects make it impossible to work",,39.0,No,Yes
770,C0756,Female,0,Yes,No,62,North,22.0,No,One year,111.74,1758.62,Electronic check,Fiber optic,0.0,100.0,3.0,INSTALLATION TOOK LONGER THAN EXPECTED THANK YOU. HAPPY WITH THE INTERNET SPEED AND SUPPORT,140.4,38.0,Yes,No
771,C0757,Female,0,,No,17,South,71.0,No,Month-to-month,106.91,5436.22,Mailed check,Fiber optic,1.0,159.0,3.0,"Good service overall, nothing major to complain about Thank you. The new router works well, stable connection Thaank you. Support agent was kind and solved my issue quickly!",34.0,46.0,Yes,Yes
772,C0757,Female,0,,No,17,South,71.0,No,Month-to-month,106.91,5436.22,Mailed check,Fiber optic,1.0,159.0,3.0,"Good service overall, nothing major to complain about Thank you. The new router works well, stable connection Thaank you. Support agent was kind and solved my issue quickly!",34.0,46.0,Yes,
773,C0758,Male,1,Yes,Yes,22,South,87.0,No,Two year,39.85,1847.39,Bank transfer,,1.0,51.0,5.0,Sometimes hte speed drops at night Thank you.,50.6,34.0,Yes,No
774,C0759,Male,0,Yes,Yes,30,South,74.0,No,,,,,,2.0,174.0,3.0,Got a minor outage last wweek Average experience so far,14.5,35.0,No,No
775,C0760,Male,0,No,Yes,16,West,69.0,No,Two year,88.33,1370.94,Electronic check,DSL,3.0,6.0,4.0,"Good value for the money Thank you. Good value for the money Honestly, price is a bit high compared to others",27.0,48.0,Yes,Yes
776,C0761,Female,0,Yes,No,52,South,35.0,No,Month-to-month,25.54,,Credit card,DSL,3.0,101.0,5.0,"Honestly, occasional hiccups but nothing too bad Great service and fair price Thank you. Honestly, occasional hiccups but nothing too bad",30.6,40.0,No,No
777,C0762,Female,0,No,Yes,8,North,81.0,Yes,Month-to-month,67.86,2128.59,Credit card,DSL,3.0,134.0,2.0,GOT A MINOR OUTAGE LAST WEEEK PRICE IS A BIT HIGH COMPARED TO OTHERS,73.1,37.0,Yes,No
778,C0763,Male,0,No,,64,South,27.0,No,Month-to-month,44.25,1423.82,Bank transfer,DSL,,,,,30.6,33.0,No,No
779,C0764,Female,1,No,Yes,39,North,40.0,Yes,Month-to-month,26.46,1603.02,Credit card,DSL,4.0,122.0,4.0,"Very bad support, no one answers my calls",88.8,39.0,Yes,
780,C0765,Male,0,No,No,31,East,85.0,No,Month-to-month,33.73,305.87,Electronic check,DSL,1.0,138.0,2.0,"Everything works fine for our family Good service overall, nothing major to complain about Service is okay but could be better",30.1,43.0,Yes,
781,C0766,Male,0,No,Yes,12,South,69.0,No,One year,33.81,1210.02,Electronic check,Fiber optic,6.0,51.0,2.0,Happy with the internet speed and support!!!,,41.0,Yes,No
782,C0767,Male,0,No,No,33,East,64.0,No,Two year,61.8,2824.14,Bank transfer,Fiber optic,1.0,155.0,3.0,Support agent was kind adn solved my issue quickly Thank you. Good value for the money,50.6,47.0,No,No
783,C0768,Female,1,Yes,Yes,58,South,87.0,No,One year,128.77,269.9,Bank transfer,,5.0,16.0,5.0,Installation took longer than epxected!!!,8.4,45.0,Yes,No
784,C0769,Female,0,Yes,Yes,12,West,43.0,No,Month-to-month,33.09,300.97,Credit card,DSL,1.0,138.0,3.0,Suport agent was kind and solved my issue quickly,,,,
785,C0770,Male,0,No,No,25,West,87.0,No,Month-to-month,92.05,,Credit card,Fiber optic,2.0,159.0,2.0,"Honestly, email support repies after some days",30.4,26.0,Yes,No
786,C0771,Male,0,No,No,38,East,60.0,No,Two year,28.3,1621.42,Electronic check,Fiber optic,0.0,38.0,2.0,"Honestly, helpful chat suupport, fast resolution thank you.",32.6,33.0,Yes,Yes
787,C0772,Male,0,No,No,48,West,86.0,No,Month-to-month,63.83,3035.29,Bank transfer,Fiber optic,0.0,136.0,1.0,"Helpful chat support, fast resolution Billing is clear and correct each month",25.4,38.0,Yes,No
788,C0773,Male,0,Yes,No,55,East,80.0,No,Month-to-month,61.96,4188.4,Bank transfer,DSL,6.0,9.0,3.0,"HONESTLY, INSTALLATION TOOK LONGER THAN XEPECTED",340.8,36.0,No,No
789,C0774,Female,0,Yes,No,3,West,83.0,No,Month-to-month,87.6,2066.39,Bank transfer,Fiber optic,1.0,41.0,5.0,"THE NEW ROUTER WORKS WELL, STABLE CONECTION GOT A MINOR OUTAGE LAST WEEK HANK YOU.",37.8,33.0,No,Yes
790,C0775,Female,1,Yes,Yes,69,West,80.0,Yes,Two year,86.59,,Electronic check,DSL,1.0,76.0,3.0,"Terrible experience, worst provider I used Billing errors keep happening, I am really tired of this Outages every week, unacceptable service Got a minor outage last week",27.1,41.0,Yes,Yes
791,C0776,Male,0,No,No,35,West,30.0,No,Month-to-month,118.4,3058.11,Bank transfer,Fiber optic,1.0,152.0,4.0,"Honestly, great service and fair price Honestly, it works, not amazing, not terrible Phone line is fine, internet vares",,30.0,No,
792,C0777,Male,0,No,No,51,East,68.0,No,One year,47.04,39.43,Credit card,Fiber optic,1.0,39.0,3.0,"No issues lately, satiisfied customer",93.7,38.0,No,No
793,C0778,Female,0,,Yes,27,West,,No,Two year,43.77,3803.16,Credit card,Fiber optic,,,,,19.0,35.0,Yes,No
794,C0779,Female,0,Yes,No,37,East,64.0,No,Two year,54.63,481.6,Electronic check,,1.0,61.0,4.0,GOOD VALUE FOR THE MONEY OCCASIONAL HICCUPS BUT NOTHING TOO BAD!,,,,
795,C0780,Male,0,Yes,No,16,South,53.0,No,,,,,,,,,,,38.0,No,Yes
796,C0781,Male,0,No,No,25,South,53.0,No,Month-to-month,92.56,5724.58,Electronic check,DSL,4.0,109.0,4.0,"Support agent was kind and solved my issue quickly Thannk you. Honestly, support agent as kind and solved my issue quickly Everything works fine for our family",6.6,48.0,Yes,
797,C0782,Male,1,No,Yes,33,West,67.0,No,One year,72.98,2611.02,Credit card,DSL,3.0,43.0,5.0,"The new router works well, stable connection Support agent was kind and solved my issue quickly!",29.4,39.0,No,Yes
798,C0782,Male,1,No,Yes,33,West,67.0,No,One year,72.98,2611.02,Credit card,DSL,3.0,43.0,5.0,"The new router works well, stable connection Support agent was kind and solved my issue quickly!",29.4,39.0,No,Yes
799,C0783,Female,0,Yes,Yes,62,North,73.0,Yes,One year,43.13,2362.94,Electronic check,DSL,1.0,67.0,4.0,"TOO EXPENSIVE FOR POOR QUALITY, THINKING TO CANCL!!",51.9,45.0,No,No
800,C0784,Female,0,No,No,17,East,36.0,No,One year,72.53,1641.55,Bank transfer,DSL,0.0,79.0,,Sometimes the speed drops at night Good value foor the money Sometimes the speed drops at night Thank you. Average experience so far!,,,,
801,C0785,Female,0,Yes,No,43,South,,No,One year,92.92,3577.11,Bank transfer,,2.0,22.0,,Evverything works fine for our family Thank you.,13.1,35.0,No,Yes
802,C0786,Male,0,No,Yes,30,South,39.0,No,One year,108.93,2702.48,Credit card,DSL,,,,,23.8,34.0,Yes,Yes
803,C0787,Male,0,No,No,41,West,48.0,Yes,Month-to-month,85.21,5817.69,Electronic check,,2.0,100.0,3.0,They overcharged me twice and ignored my emails Service is kay but could be better,16.5,47.0,Yes,No
804,C0788,Female,0,No,,4,West,79.0,Yes,Month-to-month,58.59,,Bank transfer,DSL,3.0,124.0,3.0,"Outages every week, unacceptable service Latency and disconnects make it impossible to work Thank you. Honestly, got a minor outage last week",,,,
805,C0789,Female,0,No,No,66,East,61.0,No,Two year,52.67,1039.61,Electronic check,Fiber optic,,,,,25.7,25.0,Yes,No
806,C0790,Male,1,Yes,No,60,South,85.0,No,One year,81.08,2346.31,Electronic check,Fiber optic,5.0,124.0,2.0,"GOOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT HONESTLY, EMAIL SUPPOORT REPLIES AFTER SOME DAYS",,,,
807,C0791,Female,0,No,No,9,South,84.0,No,Month-to-month,67.15,307.11,Credit card,DSL,1.0,83.0,5.0,"Sometimes the speed drops at night No issues lately, satisfied customer Price is a bit high copmared to others!",112.8,41.0,No,Yes
808,C0792,Female,0,No,Yes,31,South,66.0,Yes,Month-to-month,51.14,598.81,Credit card,,3.0,136.0,1.0,"HONESTLY, PRICE IS A BIT HIGH COMPARED TO OTHERS",55.6,56.0,No,Yes
809,C0793,Male,0,No,No,69,South,76.0,No,One year,37.46,2805.88,Bank transfer,Fiber optic,2.0,125.0,4.0,Occasional hiccups but nothing too bad Sometimes the speed drops at night Everything works fine or our family Thank you.!!!,38.8,43.0,No,No
810,C0794,Female,1,No,No,24,North,21.0,Yes,Two year,105.02,,Electronic check,DSL,1.0,133.0,,Occasional hiccups but nothing too bad They overcharged me twice and ignored my emails,35.8,45.0,Yes,No
811,C0795,Male,0,Yes,Yes,24,East,56.0,No,One year,107.49,7507.62,Credit card,DSL,1.0,162.0,3.0,"Phone line is fine, internet varies Good value for the money Honestly, occasional hiccups but nothing too bad Everything works fine for our family!",5.6,37.0,Yes,No
812,C0796,Male,0,No,No,45,South,24.0,Yes,One year,77.98,3783.48,Bank transfer,DSL,,,,,51.4,41.0,No,No
813,C0797,Male,0,No,,37,East,88.0,No,One year,116.05,1367.4,Electronic check,Fiber optic,1.0,80.0,4.0,"It works, not amazing, not terrible Average experience so far",23.1,45.0,No,
814,C0798,Male,0,Yes,No,58,South,66.0,No,One year,42.42,,Mailed check,DSL,6.0,157.0,4.0,"Helpful chat support, fast rseolution!!!",17.6,44.0,Yes,
815,C0799,Male,0,No,,23,South,32.0,Yes,One year,117.63,5983.05,Bank transfer,Fiber optic,3.0,162.0,1.0,INETRNET IS SLOW AND UNSTABLE ALMOST EVERY EVENING AVERAGE EXPERIENCE SO FAR,23.4,34.0,Yes,No
816,C0800,Male,0,Yes,No,35,North,24.0,No,Month-to-month,84.44,1062.95,Bank transfer,Fiber optic,1.0,142.0,3.0,"No issues lately, satisfied cutsomer",16.6,43.0,Yes,No
817,C0801,Male,0,Yes,No,63,West,64.0,No,Month-to-month,46.85,34.02,Electronic check,DSL,,,,,38.1,32.0,No,
818,C0802,Female,0,Yes,Yes,6,East,85.0,No,Two year,56.87,3250.43,Electronic check,DSL,5.0,47.0,2.0,Billing is clear and correct each month Sometimes the speed drops at night Thank you.,,40.0,Yes,
819,C0803,Male,1,No,No,6,North,62.0,No,Month-to-month,50.71,,Electronic check,Fiber optic,2.0,165.0,2.0,"No issues laetly, satisfied customer Sometimes the speed drops at night Occasional hiccups but nothing too bad Thank you.",7.4,48.0,No,Yes
820,C0804,Male,0,No,No,30,East,36.0,No,Two year,48.9,656.36,Electronic check,DSL,2.0,10.0,4.0,uSpport agent was kind and solved my issue quickly Email support repplies after some days Got a minor outage last week,,,,
821,C0805,Female,0,No,Yes,1,West,64.0,Yes,One year,114.2,5208.93,Mailed check,Fiber optic,1.0,58.0,2.0,"IT WORKS, NOT AMAZINGG, NOT TERRIBLE!",9.1,39.0,No,No
822,C0806,Female,0,No,,63,West,70.0,No,Month-to-month,63.04,3908.29,Credit card,DSL,,9.0,1.0,Sometimes the speed drops at night Average experience so ffar Thank you.,10.5,36.0,Yes,No
823,C0807,Female,1,Yes,,8,East,44.0,No,One year,124.08,8157.96,Credit card,Fiber optic,2.0,68.0,4.0,Great service and fair price Support agent aws kind and solved my issue quickly,65.0,38.0,Yes,Yes
824,C0808,Male,0,,No,28,North,22.0,Yes,One year,22.06,231.45,Credit card,,3.0,11.0,,"Got a minor outage last week Terrible experience, worst provider I used!!",43.2,41.0,Yes,No
825,C0809,Female,1,Yes,Yes,33,East,77.0,Yes,One year,82.39,987.12,Electronic check,Fiber optic,2.0,12.0,3.0,"Very bad support, no onne answers my calls Thank you.",10.5,50.0,No,Yes
826,C0810,Male,0,No,No,53,West,79.0,No,,,,,,,,,,103.9,43.0,Yes,No
827,C0811,Male,0,No,Yes,38,East,76.0,No,Month-to-month,113.32,5255.56,Bank transfer,,1.0,111.0,,PRICE IS A BIT HIGH COMPARED TO OTHERS THANK YOU.,79.5,48.0,No,No
828,C0812,Male,1,Yes,No,52,West,78.0,No,Month-to-month,125.74,6014.54,Credit card,Fiber optic,2.0,84.0,,"Occasinoal hiccups but nothing too bad Phone line is fin,e internet vvaries Service is okay but could be better!!!",47.3,36.0,No,Yes
829,C0813,Male,0,No,No,11,South,73.0,No,Month-to-month,56.65,2348.94,Electronic check,DSL,,,,,45.7,33.0,No,Yes
830,C0814,Female,0,No,,2,North,64.0,Yes,Month-to-month,87.3,2141.05,Mailed check,Fiber optic,,98.0,3.0,"Terrible experience, wrost provider I used",,,,
831,C0815,Female,1,Yes,,53,West,65.0,Yes,One year,39.64,458.88,Mailed check,Fiber optic,2.0,118.0,4.0,"TOO EXPENSIVE FOR POOR QUALITY, THINKING TO CANCEL TOO EXPENSIVE FOR POOR QUALITY, THINKING TO CANCEL!",14.3,50.0,Yes,No
832,C0816,Male,0,No,Yes,68,East,27.0,No,Month-to-month,94.2,2781.39,Electronic check,DSL,1.0,130.0,3.0,Average experience so far Sometimes the peed drops at night,69.2,26.0,No,No
833,C0817,Male,0,No,No,7,North,49.0,Yes,One year,26.59,1324.14,Mailed check,,2.0,126.0,5.0,I haev opened several tickets and nothing was fixed,400.5,47.0,Yes,No
834,C0818,Male,0,No,,67,South,82.0,Yes,Two year,107.57,46.82,Credit card,DSL,0.0,110.0,5.0,"Occasional hiccups but nothing too bad Speed never matches what was promised in thhe contract Thank you. Terrible experience, worst provider I used",,,,
835,C0819,Female,0,Yes,No,9,West,41.0,No,Month-to-month,60.41,,Electronic check,Fiber optic,3.0,9.0,2.0,"Honestly, got a minor outage last week Good value for the money",14.6,51.0,Yes,Yes
836,C0820,Male,0,No,No,63,North,46.0,No,One year,71.63,1196.82,Bank transfer,Fiber optic,3.0,137.0,4.0,"GREEAT SERVICE AND FAIR PRICE PRICE IS A BIT HIGH COMPARED TO OTHERS HONESTLY, SOMETIMES THE SEPED DROPS AT NIGHT",13.2,32.0,Yes,
837,C0821,Male,0,,,11,North,24.0,Yes,Month-to-month,23.32,446.85,Electronic check,Fiber optic,,145.0,3.0,"Terrible exprience, worst provider I used",,46.0,No,No
838,C0822,Female,0,,Yes,37,South,34.0,No,One year,114.79,6855.96,Electronic check,DSL,4.0,147.0,2.0,"Good value for the money Honestly, no issues lately, satisfied customer Email support replies after some days Service is okay but could be better",25.9,43.0,Yes,Yes
839,C0823,Female,0,No,Yes,14,West,42.0,No,One year,75.91,3837.31,Bank transfer,,5.0,62.0,1.0,GGot a minor outage lasst week Email support replies after some days Thank you.,80.7,42.0,No,Yes
840,C0824,Male,0,Yes,No,19,West,53.0,No,Month-to-month,38.16,2017.79,Mailed check,,5.0,133.0,2.0,"Price is a bit high compared to others Phone line is fine, internet varies",47.1,41.0,Yes,No
841,C0825,Female,1,No,Yes,8,East,78.0,Yes,,,,,,0.0,19.0,1.0,"Honeestly, too expensive for poor quality, thinking to cancel",56.2,41.0,No,No
842,C0826,Female,0,No,Yes,7,East,88.0,No,One year,120.28,741.16,Credit card,,2.0,175.0,1.0,"GOOD SERVICE OVERALL, NOTHING MAJOR TO CMPLAIN ABOUT THANK YOU.",83.7,40.0,No,No
843,C0827,Male,1,No,No,59,South,52.0,No,Two year,25.38,806.13,Credit card,DSL,3.0,87.0,5.0,"IT WORKS, NOT AMAZING, NOT TERRIBLLE",311.2,52.0,No,No
844,C0828,Female,0,,Yes,63,North,67.0,No,Month-to-month,71.37,2437.47,Bank transfer,Fiber optic,,,,,946.9,36.0,No,No
845,C0829,Male,0,Yes,No,7,West,73.0,No,Month-to-month,25.33,593.94,Electronic check,Fiber optic,4.0,92.0,1.0,"Good service overall, nothing major to complaiin about!!",121.2,35.0,No,No
846,C0830,Female,0,Yes,No,55,North,82.0,No,Month-to-month,81.2,5020.88,Electronic check,Fiber optic,5.0,158.0,3.0,"Support agent was kind and solved my issue quickly Thank you. Good value for the money Good service overall, nothing major to complain about No issues lately, satisfied customer Billing is clear and correct each month",34.5,59.0,Yes,No
847,C0831,Male,0,,No,3,South,58.0,No,,,,,,,126.0,5.0,Supoprt agent was kind and solved my issue quickly Thank you.,41.5,43.0,No,Yes
848,C0832,Male,0,Yes,No,67,East,42.0,No,Month-to-month,43.1,1876.63,Credit card,DSL,2.0,34.0,4.0,Installation took longer thn expected Email support replies after some days,52.0,33.0,No,No
849,C0833,Male,0,,No,18,North,51.0,No,Month-to-month,89.61,791.75,Credit card,,1.0,40.0,5.0,"Good service overall, nothing major to complain about Good value for thhe money",28.9,40.0,Yes,No
850,C0834,Female,0,Yes,Yes,45,East,25.0,No,Month-to-month,90.25,4058.7,Electronic check,,2.0,42.0,2.0,"NO ISSUES LATEYL, SATISFIED CUSTOMER",6.4,40.0,No,No
851,C0835,Male,1,No,Yes,36,East,73.0,No,Month-to-month,101.49,5820.64,Electronic check,,0.0,1.0,2.0,Occasional hiccups but nothing too bad!,94.3,31.0,Yes,No
852,C0836,Female,0,Yes,,16,East,47.0,Yes,Two year,23.33,920.27,Credit card,DSL,2.0,25.0,4.0,"Latency and disconnects amke it impossible to work Very bad support, no one answers my calls Thank you.",25.3,36.0,Yes,No
853,C0837,Male,0,No,Yes,29,North,85.0,Yes,,,,,,1.0,82.0,4.0,"Hnoestly, internet is slow and unstable almost every evening!!!",25.2,37.0,Yes,No
854,C0838,Male,0,No,No,59,South,38.0,No,Month-to-month,91.11,277.25,Credit card,,1.0,98.0,3.0,Good valeu for the money,7.9,41.0,No,Yes
855,C0839,Female,0,No,No,18,East,27.0,No,Month-to-month,48.64,3748.79,Bank transfer,DSL,2.0,104.0,5.0,"PHONE LINE IS FINE, INTERNET VARIES THANK YOU.!",60.6,40.0,No,
856,C0840,Male,0,No,No,49,West,50.0,No,Month-to-month,104.27,4029.05,Bank transfer,DSL,6.0,180.0,3.0,Occsaional hiccups but nothing too bad Thank you.,,,,
857,C0841,Male,0,Yes,,46,North,21.0,No,Month-to-month,46.71,301.03,Credit card,DSL,,,,,58.2,41.0,No,No
858,C0842,Female,1,Yes,No,29,West,40.0,Yes,Two year,108.45,235.58,Bank transfer,Fiber optic,3.0,95.0,4.0,"Billing errors keep happening, I am really tired of this Terrible experience, worst provider I used",2.0,39.0,Yes,
859,C0843,Male,0,Yes,Yes,70,East,86.0,No,Month-to-month,120.33,,Electronic check,,1.0,86.0,2.0,GOOD VALUE FOR THE MONEY SUPPORT AGENT WWAS KIND AND SOLVED MY ISSUE QUICKLY!!!,28.3,47.0,Yes,Yes
860,C0844,Male,0,,No,50,West,70.0,No,Two year,50.94,3892.28,Credit card,Fiber optic,1.0,131.0,,GOOD VALUE FOR THE MONEY SUPPORT AGENT WAAS KIND AND SOLVED MY ISSUE QUICKLY INSTALLATION TTOOK LONGER THAN EXPECTED THANK YOU. EVERYTHING WORKS FINNE FOR OUR FAMILY,9.3,37.0,No,
861,C0845,Male,0,No,,55,North,22.0,Yes,One year,61.99,2600.61,Electronic check,DSL,2.0,119.0,4.0,"Billing errors keeep happening, I am really tired of this",31.1,51.0,No,No
